Date,Method,Call,"Start Time","Stop Time","Execution Time",Result,Error,"Error Code"
"2014-09-22 09:46:55",ContactService.load,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:2:{s:3:""int"";i:725617;s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.06647400 1411379215","0.11969600 1411379215",0.053222,"O:10:""xmlrpcresp"":9:{s:3:""val"";a:2:{s:9:""FirstName"";s:19:""Emeritus at Pantano"";s:8:""LastName"";s:5:""Child"";}s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:09 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""266"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:09 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:551:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:09 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 266
Date: Mon, 22 Sep 2014 09:42:09 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value><struct><member><name>FirstName</name><value>Emeritus at Pantano</value></member><member><name>LastName</name><value>Child</value></member></struct></value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:55",ContactService.load,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:2:{s:3:""int"";i:724411;s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.12003200 1411379215","0.17176700 1411379215",0.051735,"O:10:""xmlrpcresp"":9:{s:3:""val"";a:2:{s:9:""FirstName"";s:18:""Emeritus At Peoria"";s:8:""LastName"";s:5:""Child"";}s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:09 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""265"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:09 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:550:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:09 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 265
Date: Mon, 22 Sep 2014 09:42:09 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value><struct><member><name>FirstName</name><value>Emeritus At Peoria</value></member><member><name>LastName</name><value>Child</value></member></struct></value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:55",ContactService.load,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:2:{s:3:""int"";i:725525;s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.17211000 1411379215","0.22300400 1411379215",0.050894,"O:10:""xmlrpcresp"":9:{s:3:""val"";a:2:{s:9:""FirstName"";s:25:""Emeritus at Sun City West"";s:8:""LastName"";s:5:""Child"";}s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:09 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""272"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:09 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:557:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:09 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 272
Date: Mon, 22 Sep 2014 09:42:09 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value><struct><member><name>FirstName</name><value>Emeritus at Sun City West</value></member><member><name>LastName</name><value>Child</value></member></struct></value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:55",ContactService.load,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:2:{s:3:""int"";i:728463;s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.22331800 1411379215","0.27706200 1411379215",0.053744,"O:10:""xmlrpcresp"":9:{s:3:""val"";a:2:{s:9:""FirstName"";s:24:""Emeritus at Tanque Verde"";s:8:""LastName"";s:5:""Child"";}s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:09 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""271"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:09 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:556:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:09 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 271
Date: Mon, 22 Sep 2014 09:42:09 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value><struct><member><name>FirstName</name><value>Emeritus at Tanque Verde</value></member><member><name>LastName</name><value>Child</value></member></struct></value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:55",ContactService.load,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:2:{s:3:""int"";i:725333;s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.27741200 1411379215","0.33090600 1411379215",0.053494,"O:10:""xmlrpcresp"":9:{s:3:""val"";a:2:{s:9:""FirstName"";s:18:""Emeritus at Tucson"";s:8:""LastName"";s:5:""Child"";}s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:09 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""265"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:09 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:550:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:09 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 265
Date: Mon, 22 Sep 2014 09:42:09 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value><struct><member><name>FirstName</name><value>Emeritus at Tucson</value></member><member><name>LastName</name><value>Child</value></member></struct></value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:57",DataService.getAppSetting,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:7:""enabled"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}","0.23482600 1411379217","0.58441400 1411379217",0.349588,"O:10:""xmlrpcresp"":9:{s:3:""val"";s:3:""yes"";s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:11 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""121"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:11 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:406:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:11 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 121
Date: Mon, 22 Sep 2014 09:42:11 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value>yes</value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:57",DataService.findByField,"a:6:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:10;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:0;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:4;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""Emeritus%"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:5;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:4:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:2:""Id"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:5:""Email"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.58482700 1411379217","0.63633100 1411379217",0.051504,"O:10:""xmlrpcresp"":9:{s:3:""val"";i:0;s:6:""valtyp"";N;s:5:""errno"";i:8;s:6:""errstr"";s:85:""CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."";s:7:""payload"";N;s:4:""hdrs"";a:0:{}s:8:""_cookies"";a:0:{}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:0:"""";}",Yes,"ERROR: 8 - CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."
"2014-09-22 09:46:58",DataService.getAppSetting,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:7:""enabled"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}","0.02490700 1411379218","0.31524500 1411379218",0.290338,"O:10:""xmlrpcresp"":9:{s:3:""val"";s:3:""yes"";s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:12 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""121"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:12 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:406:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:12 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 121
Date: Mon, 22 Sep 2014 09:42:12 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value>yes</value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:46:58",DataService.findByField,"a:6:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:10;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:0;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:4;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""Emeritus%"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:5;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:4:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:2:""Id"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:5:""Email"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.31560200 1411379218","0.36687100 1411379218",0.051269,"O:10:""xmlrpcresp"":9:{s:3:""val"";i:0;s:6:""valtyp"";N;s:5:""errno"";i:8;s:6:""errstr"";s:85:""CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."";s:7:""payload"";N;s:4:""hdrs"";a:0:{}s:8:""_cookies"";a:0:{}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:0:"""";}",Yes,"ERROR: 8 - CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."
"2014-09-22 09:46:59",DataService.getAppSetting,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:7:""enabled"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}","0.69018300 1411379219","0.98674500 1411379219",0.296562,"O:10:""xmlrpcresp"":9:{s:3:""val"";s:3:""yes"";s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:14 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""121"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:14 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:406:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:14 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 121
Date: Mon, 22 Sep 2014 09:42:14 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value>yes</value></param></params></methodResponse>"";}",No,"No Error Code Received"
"2014-09-22 09:47:00",DataService.findByField,"a:6:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:10;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:3:""int"";i:0;}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:4;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""Emeritu%"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:5;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:5:""array"";a:4:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:2:""Id"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:9:""FirstName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:2;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:8:""LastName"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:3;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:5:""Email"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}}s:6:""mytype"";i:2;s:10:""_php_class"";N;}}","0.00936100 1411379220","0.06252400 1411379220",0.053163,"O:10:""xmlrpcresp"":9:{s:3:""val"";i:0;s:6:""valtyp"";N;s:5:""errno"";i:8;s:6:""errstr"";s:85:""CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."";s:7:""payload"";N;s:4:""hdrs"";a:0:{}s:8:""_cookies"";a:0:{}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:0:"""";}",Yes,"ERROR: 8 - CURL error: GnuTLS recv error (-9): A TLS packet with unexpected length was received."
"2014-09-22 09:47:00",DataService.getAppSetting,"a:2:{i:0;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:6:""APIKEY"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}i:1;O:9:""xmlrpcval"":3:{s:2:""me"";a:1:{s:6:""string"";s:7:""enabled"";}s:6:""mytype"";i:1;s:10:""_php_class"";N;}}","0.25070300 1411379220","0.55321800 1411379220",0.302515,"O:10:""xmlrpcresp"":9:{s:3:""val"";s:3:""yes"";s:6:""valtyp"";s:7:""phpvals"";s:5:""errno"";i:0;s:6:""errstr"";s:0:"""";s:7:""payload"";N;s:4:""hdrs"";a:8:{s:6:""server"";s:17:""Apache-Coyote/1.1"";s:6:""pragma"";s:8:""no-cache"";s:13:""cache-control"";s:18:""no-cache, no-store"";s:7:""expires"";s:29:""Mon, 22 Sep 2014 21:42:14 GMT"";s:12:""content-type"";s:22:""text/xml;charset=UTF-8"";s:14:""content-length"";s:3:""121"";s:4:""date"";s:29:""Mon, 22 Sep 2014 09:42:14 GMT"";s:10:""set-cookie"";s:36:""app-lb=1074069514.20480.0000; path=/"";}s:8:""_cookies"";a:1:{s:6:""app-lb"";a:2:{s:5:""value"";s:21:""1074069514.20480.0000"";s:4:""path"";s:1:""/"";}}s:12:""content_type"";s:8:""text/xml"";s:8:""raw_data"";s:406:""HTTP/1.1 200 OK
Server: Apache-Coyote/1.1
Pragma: no-cache
Cache-Control: no-cache, no-store
Expires: Mon, 22 Sep 2014 21:42:14 GMT
Content-Type: text/xml;charset=UTF-8
Content-Length: 121
Date: Mon, 22 Sep 2014 09:42:14 GMT
Set-Cookie: app-lb=1074069514.20480.0000; path=/

<?xml version=""1.0"" encoding=""UTF-8""?><methodResponse><params><param><value>yes</value></param></params></methodResponse>"";}",No,"No Error Code Received"
